order_id,product_id,quantity,unit_price,cost,total,profit
O00130,P021,1,5000.0,3000.0,5000.0,2000.0
O00130,P011,3,2510.0,1129.5,7530.0,4141.5
O00131,P025,3,360.0,252.0,1080.0,324.0
O00131,P018,2,1660.0,996.0,3320.0,1328.0
O00131,P017,3,1790.0,1074.0,5370.0,2148.0
O00132,P013,2,1910.0,859.5,3820.0,2101.0
O00132,P002,2,13650.0,11193.0,27300.0,4914.0
O00133,P001,1,19110.0,15670.2,19110.0,3439.8
O00133,P028,3,170.0,119.0,510.0,153.0
O00133,P015,3,2650.0,1192.5,7950.0,4372.5
O00134,P029,1,660.0,462.0,660.0,198.0
O00135,P015,3,2650.0,1192.5,7950.0,4372.5
O00135,P004,1,4620.0,3788.4,4620.0,831.6
O00136,P009,1,810.0,364.5,810.0,445.5
O00136,P027,3,920.0,644.0,2760.0,828.0
O00137,P024,3,6760.0,4056.0,20280.0,8112.0
O00137,P014,3,3580.0,1611.0,10740.0,5907.0
O00138,P021,3,5000.0,3000.0,15000.0,6000.0
O00138,P008,2,13730.0,11258.6,27460.0,4942.8
O00138,P026,3,590.0,413.0,1770.0,531.0
O00139,P036,3,1640.0,1066.0,4920.0,1722.0
O00140,P010,2,1150.0,517.5,2300.0,1265.0
O00141,P034,3,2240.0,1456.0,6720.0,2352.0
O00142,P025,1,360.0,252.0,360.0,108.0
O00142,P007,1,12200.0,10004.0,12200.0,2196.0
O00142,P006,1,14630.0,11996.6,14630.0,2633.4
O00143,P023,3,3770.0,2262.0,11310.0,4524.0
O00143,P032,1,860.0,559.0,860.0,301.0
O00143,P029,1,660.0,462.0,660.0,198.0
O00144,P035,2,1500.0,975.0,3000.0,1050.0
O00144,P017,1,1790.0,1074.0,1790.0,716.0
O00145,P001,1,19110.0,15670.2,19110.0,3439.8
O00146,P028,1,170.0,119.0,170.0,51.0
O00146,P014,3,3580.0,1611.0,10740.0,5907.0
O00147,P022,3,5060.0,3036.0,15180.0,6072.0
O00147,P011,3,2510.0,1129.5,7530.0,4141.5
O00147,P020,1,7480.0,4488.0,7480.0,2992.0
O00148,P033,1,920.0,598.0,920.0,322.0
O00149,P029,3,660.0,462.0,1980.0,594.0
O00149,P018,2,1660.0,996.0,3320.0,1328.0
O00150,P002,2,13650.0,11193.0,27300.0,4914.0
O00150,P014,1,3580.0,1611.0,3580.0,1969.0
O00151,P023,3,3770.0,2262.0,11310.0,4524.0
O00151,P027,2,920.0,644.0,1840.0,552.0
O00151,P014,1,3580.0,1611.0,3580.0,1969.0
O00152,P011,1,2510.0,1129.5,2510.0,1380.5
O00153,P034,2,2240.0,1456.0,4480.0,1568.0
O00154,P037,3,2340.0,1521.0,7020.0,2457.0
O00155,P017,1,1790.0,1074.0,1790.0,716.0
O00156,P029,2,660.0,462.0,1320.0,396.0
O00156,P025,2,360.0,252.0,720.0,216.0
O00157,P016,1,1230.0,553.5,1230.0,676.5
O00158,P032,1,860.0,559.0,860.0,301.0
O00158,P037,3,2340.0,1521.0,7020.0,2457.0
O00158,P014,1,3580.0,1611.0,3580.0,1969.0
O00159,P034,3,2240.0,1456.0,6720.0,2352.0
O00159,P020,1,7480.0,4488.0,7480.0,2992.0
O00160,P012,2,670.0,301.5,1340.0,737.0
O00161,P019,2,1400.0,840.0,2800.0,1120.0
O00162,P022,2,5060.0,3036.0,10120.0,4048.0
O00162,P036,1,1640.0,1066.0,1640.0,574.0
O00162,P037,3,2340.0,1521.0,7020.0,2457.0
O00163,P024,2,6760.0,4056.0,13520.0,5408.0
O00163,P022,2,5060.0,3036.0,10120.0,4048.0
O00164,P037,2,2340.0,1521.0,4680.0,1638.0
O00164,P017,3,1790.0,1074.0,5370.0,2148.0
O00165,P030,2,430.0,301.0,860.0,258.0
O00165,P033,2,920.0,598.0,1840.0,644.0
O00166,P009,1,810.0,364.5,810.0,445.5
O00167,P007,1,12200.0,10004.0,12200.0,2196.0
O00167,P028,1,170.0,119.0,170.0,51.0
O00168,P028,3,170.0,119.0,510.0,153.0
O00168,P006,2,14630.0,11996.6,29260.0,5266.8
O00169,P008,1,13730.0,11258.6,13730.0,2471.4
O00169,P035,3,1500.0,975.0,4500.0,1575.0
O00170,P015,2,2650.0,1192.5,5300.0,2915.0
O00171,P024,2,6760.0,4056.0,13520.0,5408.0
O00172,P011,2,2510.0,1129.5,5020.0,2761.0
O00172,P009,1,810.0,364.5,810.0,445.5
O00173,P012,1,670.0,301.5,670.0,368.5
O00173,P035,3,1500.0,975.0,4500.0,1575.0
O00174,P015,3,2650.0,1192.5,7950.0,4372.5
O00174,P019,1,1400.0,840.0,1400.0,560.0
O00174,P021,3,5000.0,3000.0,15000.0,6000.0
O00175,P024,3,6760.0,4056.0,20280.0,8112.0
O00175,P033,1,920.0,598.0,920.0,322.0
O00176,P031,2,300.0,210.0,600.0,180.0
O00176,P036,1,1640.0,1066.0,1640.0,574.0
O00176,P028,1,170.0,119.0,170.0,51.0
O00177,P011,1,2510.0,1129.5,2510.0,1380.5
O00178,P028,1,170.0,119.0,170.0,51.0
O00179,P010,1,1150.0,517.5,1150.0,632.5
O00180,P020,3,7480.0,4488.0,22440.0,8976.0
O00180,P037,2,2340.0,1521.0,4680.0,1638.0
O00180,P011,2,2510.0,1129.5,5020.0,2761.0
O00180,P026,2,590.0,413.0,1180.0,354.0
O00181,P029,2,660.0,462.0,1320.0,396.0
O00181,P010,1,1150.0,517.5,1150.0,632.5
O00181,P021,3,5000.0,3000.0,15000.0,6000.0
O00181,P011,1,2510.0,1129.5,2510.0,1380.5
O00182,P036,1,1640.0,1066.0,1640.0,574.0
O00182,P014,2,3580.0,1611.0,7160.0,3938.0
O00183,P017,1,1790.0,1074.0,1790.0,716.0
O00184,P004,3,4620.0,3788.4,13860.0,2494.8
O00185,P035,2,1500.0,975.0,3000.0,1050.0
O00186,P020,3,7480.0,4488.0,22440.0,8976.0
O00186,P027,3,920.0,644.0,2760.0,828.0
O00187,P008,3,13730.0,11258.6,41190.0,7414.2
O00187,P030,3,430.0,301.0,1290.0,387.0
O00188,P026,2,590.0,413.0,1180.0,354.0
O00188,P003,1,6240.0,5116.8,6240.0,1123.2
O00189,P012,2,670.0,301.5,1340.0,737.0
O00189,P017,1,1790.0,1074.0,1790.0,716.0
O00190,P025,1,360.0,252.0,360.0,108.0
O00191,P028,1,170.0,119.0,170.0,51.0
O00192,P013,1,1910.0,859.5,1910.0,1050.5
O00193,P006,1,14630.0,11996.6,14630.0,2633.4
O00194,P035,1,1500.0,975.0,1500.0,525.0
O00194,P011,3,2510.0,1129.5,7530.0,4141.5
O00195,P018,3,1660.0,996.0,4980.0,1992.0
O00195,P004,3,4620.0,3788.4,13860.0,2494.8
O00196,P027,2,920.0,644.0,1840.0,552.0
O00196,P024,2,6760.0,4056.0,13520.0,5408.0
O00197,P033,1,920.0,598.0,920.0,322.0
O00198,P030,1,430.0,301.0,430.0,129.0
O00198,P033,2,920.0,598.0,1840.0,644.0
O00199,P001,2,19110.0,15670.2,38220.0,6879.6
O00200,P012,2,670.0,301.5,1340.0,737.0
O00201,P003,2,6240.0,5116.8,12480.0,2246.4
O00201,P028,3,170.0,119.0,510.0,153.0
O00201,P007,3,12200.0,10004.0,36600.0,6588.0
O00202,P027,1,920.0,644.0,920.0,276.0
O00202,P012,2,670.0,301.5,1340.0,737.0
O00203,P024,2,6760.0,4056.0,13520.0,5408.0
O00204,P029,3,660.0,462.0,1980.0,594.0
O00204,P013,1,1910.0,859.5,1910.0,1050.5
O00205,P002,2,13650.0,11193.0,27300.0,4914.0
O00206,P030,3,430.0,301.0,1290.0,387.0
O00206,P007,2,12200.0,10004.0,24400.0,4392.0
O00206,P020,2,7480.0,4488.0,14960.0,5984.0
O00206,P033,3,920.0,598.0,2760.0,966.0
O00207,P014,3,3580.0,1611.0,10740.0,5907.0
O00208,P027,2,920.0,644.0,1840.0,552.0
O00208,P033,1,920.0,598.0,920.0,322.0
O00209,P024,3,6760.0,4056.0,20280.0,8112.0
O00210,P024,1,6760.0,4056.0,6760.0,2704.0
O00210,P004,3,4620.0,3788.4,13860.0,2494.8
O00211,P025,2,360.0,252.0,720.0,216.0
O00211,P005,1,6010.0,4928.2,6010.0,1081.8
O00212,P006,2,14630.0,11996.6,29260.0,5266.8
O00213,P027,3,920.0,644.0,2760.0,828.0
O00213,P015,3,2650.0,1192.5,7950.0,4372.5
O00214,P026,3,590.0,413.0,1770.0,531.0
O00214,P009,1,810.0,364.5,810.0,445.5
O00214,P023,2,3770.0,2262.0,7540.0,3016.0
O00214,P020,2,7480.0,4488.0,14960.0,5984.0
O00215,P018,2,1660.0,996.0,3320.0,1328.0
O00215,P025,2,360.0,252.0,720.0,216.0
O00216,P037,3,2340.0,1521.0,7020.0,2457.0
O00217,P030,1,430.0,301.0,430.0,129.0
O00218,P024,3,6760.0,4056.0,20280.0,8112.0
O00219,P024,2,6760.0,4056.0,13520.0,5408.0
O00220,P036,1,1640.0,1066.0,1640.0,574.0
O00220,P025,1,360.0,252.0,360.0,108.0
O00220,P013,2,1910.0,859.5,3820.0,2101.0
O00221,P019,2,1400.0,840.0,2800.0,1120.0
O00222,P011,1,2510.0,1129.5,2510.0,1380.5
O00222,P003,2,6240.0,5116.8,12480.0,2246.4
O00222,P015,1,2650.0,1192.5,2650.0,1457.5
O00223,P028,1,170.0,119.0,170.0,51.0
O00223,P007,1,12200.0,10004.0,12200.0,2196.0
O00223,P024,1,6760.0,4056.0,6760.0,2704.0
O00224,P010,2,1150.0,517.5,2300.0,1265.0
O00224,P008,2,13730.0,11258.6,27460.0,4942.8
O00225,P015,1,2650.0,1192.5,2650.0,1457.5
O00226,P025,3,360.0,252.0,1080.0,324.0
O00226,P027,1,920.0,644.0,920.0,276.0
O00227,P002,2,13650.0,11193.0,27300.0,4914.0
O00227,P028,2,170.0,119.0,340.0,102.0
O00228,P015,3,2650.0,1192.5,7950.0,4372.5
O00229,P035,1,1500.0,975.0,1500.0,525.0
O00230,P030,2,430.0,301.0,860.0,258.0
O00230,P036,2,1640.0,1066.0,3280.0,1148.0
O00231,P001,3,19110.0,15670.2,57330.0,10319.4
O00231,P009,2,810.0,364.5,1620.0,891.0
O00232,P020,2,7480.0,4488.0,14960.0,5984.0
O00233,P013,1,1910.0,859.5,1910.0,1050.5
O00233,P011,3,2510.0,1129.5,7530.0,4141.5
O00233,P008,3,13730.0,11258.6,41190.0,7414.2
O00234,P012,2,670.0,301.5,1340.0,737.0
O00235,P021,3,5000.0,3000.0,15000.0,6000.0
O00236,P013,3,1910.0,859.5,5730.0,3151.5
O00237,P023,2,3770.0,2262.0,7540.0,3016.0
O00237,P012,2,670.0,301.5,1340.0,737.0
O00238,P015,1,2650.0,1192.5,2650.0,1457.5
O00239,P028,1,170.0,119.0,170.0,51.0
O00240,P011,1,2510.0,1129.5,2510.0,1380.5
O00241,P011,2,2510.0,1129.5,5020.0,2761.0
O00241,P032,1,860.0,559.0,860.0,301.0
O00242,P034,3,2240.0,1456.0,6720.0,2352.0
O00243,P010,2,1150.0,517.5,2300.0,1265.0
O00244,P029,2,660.0,462.0,1320.0,396.0
O00244,P022,2,5060.0,3036.0,10120.0,4048.0
O00245,P021,1,5000.0,3000.0,5000.0,2000.0
O00246,P021,2,5000.0,3000.0,10000.0,4000.0
O00246,P027,1,920.0,644.0,920.0,276.0
O00247,P031,3,300.0,210.0,900.0,270.0
O00247,P033,2,920.0,598.0,1840.0,644.0
O00248,P022,3,5060.0,3036.0,15180.0,6072.0
O00249,P010,2,1150.0,517.5,2300.0,1265.0
O00249,P013,3,1910.0,859.5,5730.0,3151.5
O00250,P008,3,13730.0,11258.6,41190.0,7414.2
O00251,P002,3,13650.0,11193.0,40950.0,7371.0
O00252,P018,1,1660.0,996.0,1660.0,664.0
O00253,P018,3,1660.0,996.0,4980.0,1992.0
O00254,P035,2,1500.0,975.0,3000.0,1050.0
O00254,P032,3,860.0,559.0,2580.0,903.0
O00255,P011,2,2510.0,1129.5,5020.0,2761.0
O00256,P005,2,6010.0,4928.2,12020.0,2163.6
O00257,P032,1,860.0,559.0,860.0,301.0
O00258,P037,2,2340.0,1521.0,4680.0,1638.0
O00258,P033,2,920.0,598.0,1840.0,644.0
O00259,P028,1,170.0,119.0,170.0,51.0
O00260,P032,3,860.0,559.0,2580.0,903.0
O00261,P016,1,1230.0,553.5,1230.0,676.5
O00262,P036,1,1640.0,1066.0,1640.0,574.0
O00262,P035,3,1500.0,975.0,4500.0,1575.0
O00263,P037,2,2340.0,1521.0,4680.0,1638.0
O00264,P013,1,1910.0,859.5,1910.0,1050.5
O00264,P031,1,300.0,210.0,300.0,90.0
O00265,P030,2,430.0,301.0,860.0,258.0
O00266,P012,1,670.0,301.5,670.0,368.5
O00267,P019,1,1400.0,840.0,1400.0,560.0
O00267,P016,2,1230.0,553.5,2460.0,1353.0
O00268,P014,3,3580.0,1611.0,10740.0,5907.0
O00268,P036,2,1640.0,1066.0,3280.0,1148.0
O00269,P012,1,670.0,301.5,670.0,368.5
O00270,P016,2,1230.0,553.5,2460.0,1353.0
O00271,P022,3,5060.0,3036.0,15180.0,6072.0
O00271,P028,3,170.0,119.0,510.0,153.0
O00271,P011,2,2510.0,1129.5,5020.0,2761.0
O00272,P007,3,12200.0,10004.0,36600.0,6588.0
O00273,P005,2,6010.0,4928.2,12020.0,2163.6
O00273,P035,2,1500.0,975.0,3000.0,1050.0
O00274,P029,3,660.0,462.0,1980.0,594.0
O00275,P021,1,5000.0,3000.0,5000.0,2000.0
O00276,P018,1,1660.0,996.0,1660.0,664.0
O00277,P033,2,920.0,598.0,1840.0,644.0
O00278,P029,1,660.0,462.0,660.0,198.0
O00279,P005,1,6010.0,4928.2,6010.0,1081.8
O00280,P030,2,430.0,301.0,860.0,258.0
O00281,P027,1,920.0,644.0,920.0,276.0
O00281,P012,3,670.0,301.5,2010.0,1105.5
O00282,P022,3,5060.0,3036.0,15180.0,6072.0
O00283,P005,1,6010.0,4928.2,6010.0,1081.8
O00284,P037,1,2340.0,1521.0,2340.0,819.0
O00285,P036,3,1640.0,1066.0,4920.0,1722.0
O00286,P033,2,920.0,598.0,1840.0,644.0
O00287,P001,1,19110.0,15670.2,19110.0,3439.8
O00287,P014,2,3580.0,1611.0,7160.0,3938.0
O00287,P025,1,360.0,252.0,360.0,108.0
O00288,P021,3,5000.0,3000.0,15000.0,6000.0
O00289,P012,2,670.0,301.5,1340.0,737.0
O00289,P004,1,4620.0,3788.4,4620.0,831.6
O00289,P018,1,1660.0,996.0,1660.0,664.0
O00289,P020,1,7480.0,4488.0,7480.0,2992.0
O00290,P035,3,1500.0,975.0,4500.0,1575.0
O00290,P023,2,3770.0,2262.0,7540.0,3016.0
O00290,P022,2,5060.0,3036.0,10120.0,4048.0
O00291,P018,3,1660.0,996.0,4980.0,1992.0
O00292,P037,3,2340.0,1521.0,7020.0,2457.0
O00293,P006,3,14630.0,11996.6,43890.0,7900.2
O00294,P030,1,430.0,301.0,430.0,129.0
O00294,P024,3,6760.0,4056.0,20280.0,8112.0
O00295,P029,1,660.0,462.0,660.0,198.0
O00296,P019,1,1400.0,840.0,1400.0,560.0
O00297,P037,2,2340.0,1521.0,4680.0,1638.0
O00298,P036,1,1640.0,1066.0,1640.0,574.0
O00298,P031,2,300.0,210.0,600.0,180.0
O00299,P017,3,1790.0,1074.0,5370.0,2148.0
O00299,P029,2,660.0,462.0,1320.0,396.0
O00300,P028,2,170.0,119.0,340.0,102.0
O00300,P023,2,3770.0,2262.0,7540.0,3016.0
O00300,P002,2,13650.0,11193.0,27300.0,4914.0
O00301,P016,3,1230.0,553.5,3690.0,2029.5
O00302,P017,1,1790.0,1074.0,1790.0,716.0
O00302,P032,3,860.0,559.0,2580.0,903.0
O00302,P030,1,430.0,301.0,430.0,129.0
O00302,P007,2,12200.0,10004.0,24400.0,4392.0
O00303,P010,2,1150.0,517.5,2300.0,1265.0
O00304,P014,3,3580.0,1611.0,10740.0,5907.0
O00304,P016,1,1230.0,553.5,1230.0,676.5
O00304,P012,2,670.0,301.5,1340.0,737.0
O00305,P019,3,1400.0,840.0,4200.0,1680.0
O00306,P010,2,1150.0,517.5,2300.0,1265.0
