order_id,customer_id,order_date,status,payment_method,subtotal,discount,revenue,city,segment
O00111,C0327,2024-10-18,Cancelled,Wallet,17010.0,2243.11,0.0,Bangalore,Regular
O00112,C0114,2024-08-17,Delivered,UPI,4620.0,117.38,4502.62,Kolkata,Regular
O00113,C0085,2024-02-17,Returned,UPI,300.0,42.16,257.84,Pune,Regular
O00114,C0081,2024-04-13,Delivered,UPI,5820.0,125.67,5694.33,Pune,Regular
O00115,C0250,2024-01-09,Delivered,UPI,38940.0,1618.12,37321.88,Bangalore,VIP
O00116,C0249,2023-09-28,Delivered,COD,1840.0,289.18,1550.82,Delhi,VIP
O00117,C0236,2024-03-15,Returned,UPI,3320.0,642.66,2677.34,Chennai,VIP
O00118,C0028,2024-07-20,Delivered,Net Banking,4680.0,334.91,4345.09,Mumbai,Regular
O00119,C0189,2024-11-02,Delivered,Credit Card,40950.0,5837.45,35112.55,Pune,Premium
O00120,C0239,2024-06-05,Cancelled,Credit Card,4620.0,889.06,0.0,Bangalore,VIP
O00121,C0395,2024-09-04,Processing,Wallet,11570.0,430.02,11139.98,Bangalore,Regular
O00122,C0262,2023-07-02,Delivered,UPI,13730.0,1816.1,11913.9,Kolkata,Regular
O00123,C0326,2023-12-13,Delivered,UPI,12710.0,1647.75,11062.25,Kolkata,VIP
O00124,C0319,2023-01-11,Delivered,Credit Card,27460.0,871.24,26588.76,Pune,VIP
O00125,C0010,2023-08-27,Delivered,Credit Card,9300.0,1847.28,7452.72,Mumbai,Regular
O00126,C0471,2024-08-13,Delivered,Credit Card,14040.0,2017.84,12022.16,Hyderabad,VIP
O00127,C0204,2024-12-27,Delivered,UPI,18030.0,614.34,17415.66,Delhi,VIP
O00128,C0077,2023-04-25,Delivered,Credit Card,860.0,142.48,717.52,Chennai,Regular
O00129,C0141,2023-11-16,Delivered,UPI,3980.0,228.89,3751.11,Ahmedabad,VIP
O00130,C0127,2024-09-29,Delivered,UPI,12530.0,638.33,11891.67,Mumbai,Premium
O00131,C0204,2023-07-30,Delivered,Net Banking,9770.0,1938.4,7831.6,Delhi,VIP
O00132,C0206,2024-03-03,Delivered,UPI,31120.0,5872.75,25247.25,Hyderabad,Regular
O00133,C0273,2024-08-17,Delivered,Debit Card,27570.0,2492.57,25077.43,Ahmedabad,VIP
O00134,C0332,2024-05-12,Delivered,Credit Card,660.0,20.87,639.13,Delhi,VIP
O00135,C0188,2023-07-20,Delivered,Debit Card,12570.0,571.74,11998.26,Pune,Premium
O00136,C0282,2023-10-26,Delivered,Debit Card,3570.0,8.31,3561.69,Chennai,VIP
O00137,C0275,2024-09-19,Delivered,Wallet,31020.0,3194.62,27825.38,Delhi,Premium
O00138,C0058,2024-03-02,Delivered,Credit Card,44230.0,3378.8,40851.2,Delhi,Regular
O00139,C0499,2023-01-07,Delivered,COD,4920.0,287.93,4632.07,Delhi,VIP
O00140,C0328,2024-09-04,Delivered,UPI,2300.0,450.76,1849.24,Pune,VIP
O00141,C0216,2023-02-10,Cancelled,UPI,6720.0,1158.73,0.0,Hyderabad,Regular
O00142,C0302,2024-08-25,Returned,Credit Card,27190.0,4536.03,22653.97,Delhi,Premium
O00143,C0290,2023-07-29,Delivered,Debit Card,12830.0,1046.63,11783.37,Ahmedabad,Regular
O00144,C0326,2024-12-11,Delivered,Debit Card,4790.0,762.75,4027.25,Kolkata,VIP
O00145,C0278,2023-10-31,Delivered,Credit Card,19110.0,905.74,18204.26,Kolkata,Regular
O00146,C0144,2023-10-12,Cancelled,UPI,10910.0,2174.74,0.0,Ahmedabad,Premium
O00147,C0411,2023-06-21,Delivered,UPI,30190.0,2112.46,28077.54,Bangalore,Regular
O00148,C0262,2023-10-03,Delivered,UPI,920.0,162.69,757.31,Kolkata,Regular
O00149,C0137,2024-11-04,Delivered,Credit Card,5300.0,60.12,5239.88,Delhi,Regular
O00150,C0495,2024-12-29,Delivered,Credit Card,30880.0,4333.78,26546.22,Hyderabad,Regular
O00151,C0159,2023-11-01,Processing,Debit Card,16730.0,149.13,16580.87,Delhi,VIP
O00152,C0163,2023-12-08,Cancelled,Credit Card,2510.0,491.39,0.0,Ahmedabad,VIP
O00153,C0056,2024-08-10,Processing,UPI,4480.0,851.68,3628.32,Chennai,VIP
O00154,C0471,2024-11-08,Delivered,Debit Card,7020.0,587.41,6432.59,Hyderabad,VIP
O00155,C0370,2024-04-16,Delivered,UPI,1790.0,247.27,1542.73,Pune,Premium
O00156,C0171,2023-11-11,Delivered,UPI,2040.0,161.93,1878.07,Ahmedabad,Premium
O00157,C0239,2023-11-21,Delivered,UPI,1230.0,182.43,1047.57,Bangalore,VIP
O00158,C0277,2024-07-24,Delivered,Credit Card,11460.0,371.06,11088.94,Delhi,Regular
O00159,C0250,2023-01-04,Delivered,Net Banking,14200.0,68.09,14131.91,Bangalore,VIP
O00160,C0260,2024-05-16,Returned,UPI,1340.0,252.36,1087.64,Bangalore,Premium
O00161,C0075,2023-10-26,Delivered,UPI,2800.0,430.2,2369.8,Hyderabad,VIP
O00162,C0250,2024-09-25,Delivered,Debit Card,18780.0,1019.22,17760.78,Bangalore,VIP
O00163,C0256,2023-04-18,Delivered,UPI,23640.0,1443.71,22196.29,Bangalore,Regular
O00164,C0140,2024-04-10,Delivered,Net Banking,10050.0,1582.37,8467.63,Delhi,Premium
O00165,C0319,2023-12-22,Delivered,Credit Card,2700.0,384.58,2315.42,Pune,VIP
O00166,C0141,2024-06-12,Delivered,UPI,810.0,6.74,803.26,Ahmedabad,VIP
O00167,C0077,2023-03-16,Cancelled,Wallet,12370.0,2428.43,0.0,Chennai,Regular
O00168,C0196,2024-04-01,Delivered,UPI,29770.0,5105.47,24664.53,Mumbai,VIP
O00169,C0347,2024-03-11,Delivered,Credit Card,18230.0,1362.29,16867.71,Bangalore,Premium
O00170,C0282,2024-03-10,Delivered,UPI,5300.0,948.81,4351.19,Chennai,VIP
O00171,C0447,2024-04-28,Delivered,Debit Card,13520.0,621.82,12898.18,Bangalore,Regular
O00172,C0319,2024-07-12,Delivered,UPI,5830.0,485.36,5344.64,Pune,VIP
O00173,C0144,2024-10-02,Delivered,COD,5170.0,665.4,4504.6,Ahmedabad,Premium
O00174,C0075,2023-09-11,Delivered,UPI,24350.0,4032.65,20317.35,Hyderabad,VIP
O00175,C0016,2024-10-11,Delivered,UPI,21200.0,577.63,20622.37,Hyderabad,Premium
O00176,C0010,2023-12-30,Delivered,UPI,2410.0,80.16,2329.84,Mumbai,Regular
O00177,C0149,2023-03-30,Delivered,Net Banking,2510.0,485.43,2024.57,Delhi,Premium
O00178,C0493,2023-03-09,Delivered,UPI,170.0,28.23,141.77,Delhi,Premium
O00179,C0204,2023-10-16,Delivered,COD,1150.0,208.85,941.15,Delhi,VIP
O00180,C0159,2024-09-19,Processing,UPI,33320.0,4928.05,28391.95,Delhi,VIP
O00181,C0412,2024-08-01,Delivered,Credit Card,19980.0,2217.51,17762.49,Ahmedabad,VIP
O00182,C0274,2024-09-22,Returned,UPI,8800.0,695.91,8104.09,Ahmedabad,Premium
O00183,C0020,2024-01-20,Processing,Debit Card,1790.0,239.99,1550.01,Bangalore,Regular
O00184,C0345,2023-12-04,Delivered,COD,13860.0,1442.03,12417.97,Bangalore,Premium
O00185,C0102,2023-06-19,Delivered,Debit Card,3000.0,182.28,2817.72,Mumbai,Premium
O00186,C0226,2023-10-13,Delivered,COD,25200.0,2245.11,22954.89,Mumbai,VIP
O00187,C0021,2023-12-01,Delivered,Debit Card,42480.0,620.65,41859.35,Kolkata,Premium
O00188,C0011,2023-04-13,Delivered,COD,7420.0,476.4,6943.6,Bangalore,Regular
O00189,C0236,2023-08-10,Delivered,Credit Card,3130.0,311.48,2818.52,Chennai,VIP
O00190,C0269,2024-04-22,Delivered,UPI,360.0,28.26,331.74,Pune,VIP
O00191,C0449,2024-08-19,Delivered,Credit Card,170.0,0.51,169.49,Pune,Regular
O00192,C0466,2024-12-30,Delivered,UPI,1910.0,371.5,1538.5,Pune,VIP
O00193,C0111,2024-11-30,Delivered,Net Banking,14630.0,1920.84,12709.16,Ahmedabad,Regular
O00194,C0099,2024-06-12,Delivered,Credit Card,9030.0,365.31,8664.69,Kolkata,Regular
O00195,C0156,2023-11-25,Delivered,Credit Card,18840.0,2478.91,16361.09,Mumbai,Premium
O00196,C0156,2024-06-05,Delivered,UPI,15360.0,134.45,15225.55,Mumbai,Premium
O00197,C0369,2024-09-20,Returned,Credit Card,920.0,79.57,840.43,Bangalore,Premium
O00198,C0115,2023-05-17,Returned,UPI,2270.0,313.56,1956.44,Pune,VIP
O00199,C0255,2023-11-20,Processing,Debit Card,38220.0,3555.4,34664.6,Delhi,Premium
O00200,C0007,2024-10-18,Delivered,Credit Card,1340.0,206.77,1133.23,Hyderabad,VIP
O00201,C0435,2023-11-08,Returned,Debit Card,49590.0,426.61,49163.39,Chennai,VIP
O00202,C0304,2024-03-23,Cancelled,Credit Card,2260.0,14.04,0.0,Kolkata,Regular
O00203,C0308,2024-04-10,Delivered,Credit Card,13520.0,1098.7,12421.3,Mumbai,Regular
O00204,C0072,2023-07-18,Delivered,UPI,3890.0,343.76,3546.24,Mumbai,Premium
O00205,C0220,2023-10-29,Delivered,UPI,27300.0,4901.79,22398.21,Pune,VIP
O00206,C0429,2023-10-16,Cancelled,Credit Card,43410.0,6659.2,0.0,Delhi,VIP
O00207,C0369,2023-01-31,Returned,Debit Card,10740.0,184.67,10555.33,Bangalore,Premium
O00208,C0471,2023-01-28,Cancelled,COD,2760.0,416.95,0.0,Hyderabad,VIP
O00209,C0372,2024-10-14,Delivered,UPI,20280.0,2264.84,18015.16,Ahmedabad,Regular
O00210,C0226,2023-09-13,Delivered,Debit Card,20620.0,2525.18,18094.82,Mumbai,VIP
O00211,C0449,2024-01-21,Delivered,Credit Card,6730.0,983.53,5746.47,Pune,Regular
O00212,C0226,2023-09-29,Delivered,Credit Card,29260.0,77.43,29182.57,Mumbai,VIP
O00213,C0328,2024-12-03,Delivered,Credit Card,10710.0,1400.09,9309.91,Pune,VIP
O00214,C0377,2023-09-04,Delivered,UPI,25080.0,93.04,24986.96,Chennai,Regular
O00215,C0161,2023-11-29,Delivered,UPI,4040.0,79.81,3960.19,Pune,Regular
O00216,C0466,2024-11-02,Delivered,Credit Card,7020.0,1258.02,5761.98,Pune,VIP
O00217,C0429,2024-10-19,Delivered,UPI,430.0,51.89,378.11,Delhi,VIP
O00218,C0269,2023-07-19,Delivered,COD,20280.0,2519.59,17760.41,Pune,VIP
O00219,C0186,2024-10-01,Delivered,UPI,13520.0,1301.37,12218.63,Hyderabad,Premium
O00220,C0249,2023-12-12,Delivered,UPI,5820.0,665.67,5154.33,Delhi,VIP
O00221,C0241,2023-12-23,Delivered,Net Banking,2800.0,71.96,2728.04,Mumbai,Regular
O00222,C0428,2023-06-03,Returned,UPI,17640.0,432.92,17207.08,Chennai,Regular
O00223,C0439,2023-04-03,Delivered,Credit Card,19130.0,1518.13,17611.87,Pune,Premium
O00224,C0064,2024-08-14,Delivered,Credit Card,29760.0,2274.35,27485.65,Delhi,VIP
O00225,C0140,2023-12-30,Cancelled,UPI,2650.0,441.7,0.0,Delhi,Premium
O00226,C0367,2023-12-02,Cancelled,Wallet,2000.0,282.67,0.0,Kolkata,Regular
O00227,C0249,2024-08-15,Delivered,Credit Card,27640.0,732.91,26907.09,Delhi,VIP
O00228,C0188,2024-09-07,Returned,Credit Card,7950.0,386.92,7563.08,Pune,Premium
O00229,C0381,2023-07-02,Delivered,Net Banking,1500.0,273.18,1226.82,Ahmedabad,Premium
O00230,C0468,2024-05-06,Delivered,UPI,4140.0,496.56,3643.44,Delhi,VIP
O00231,C0029,2023-06-05,Delivered,UPI,58950.0,8658.38,50291.62,Ahmedabad,Premium
O00232,C0102,2024-08-29,Delivered,Credit Card,14960.0,2046.18,12913.82,Mumbai,Premium
O00233,C0423,2024-06-29,Delivered,UPI,50630.0,5388.63,45241.37,Kolkata,Regular
O00234,C0274,2024-12-11,Returned,Credit Card,1340.0,237.43,1102.57,Ahmedabad,Premium
O00235,C0286,2023-03-21,Processing,Net Banking,15000.0,1188.07,13811.93,Bangalore,VIP
O00236,C0087,2023-03-07,Delivered,Debit Card,5730.0,1054.86,4675.14,Kolkata,Premium
O00237,C0220,2023-09-18,Returned,Debit Card,8880.0,535.96,8344.04,Pune,VIP
O00238,C0154,2023-09-05,Delivered,Debit Card,2650.0,60.45,2589.55,Bangalore,Premium
O00239,C0282,2023-08-27,Delivered,Net Banking,170.0,32.18,137.82,Chennai,VIP
O00240,C0283,2024-11-17,Delivered,Debit Card,2510.0,81.13,2428.87,Kolkata,VIP
O00241,C0162,2023-08-29,Processing,Credit Card,5880.0,723.16,5156.84,Delhi,VIP
O00242,C0117,2023-09-12,Delivered,Debit Card,6720.0,1026.0,5694.0,Delhi,VIP
O00243,C0192,2024-09-03,Cancelled,Credit Card,2300.0,287.38,0.0,Bangalore,VIP
O00244,C0492,2023-12-08,Delivered,Net Banking,11440.0,1343.9,10096.1,Hyderabad,Regular
O00245,C0378,2024-09-14,Delivered,Credit Card,5000.0,327.19,4672.81,Delhi,Premium
O00246,C0399,2023-03-17,Returned,COD,10920.0,34.45,10885.55,Ahmedabad,Premium
O00247,C0319,2023-12-25,Returned,UPI,2740.0,314.07,2425.93,Pune,VIP
O00248,C0488,2023-02-08,Delivered,UPI,15180.0,367.78,14812.22,Chennai,Premium
O00249,C0499,2023-03-14,Delivered,UPI,8030.0,1277.5,6752.5,Delhi,VIP
O00250,C0008,2024-11-17,Delivered,Credit Card,41190.0,3321.81,37868.19,Hyderabad,Premium
O00251,C0154,2023-06-10,Cancelled,Credit Card,40950.0,3490.18,0.0,Bangalore,Premium
O00252,C0140,2024-02-06,Delivered,Debit Card,1660.0,299.0,1361.0,Delhi,Premium
O00253,C0259,2023-11-20,Delivered,Net Banking,4980.0,468.88,4511.12,Ahmedabad,VIP
O00254,C0222,2023-10-22,Delivered,Credit Card,5580.0,628.08,4951.92,Bangalore,VIP
O00255,C0089,2024-11-14,Delivered,UPI,5020.0,839.27,4180.73,Chennai,Regular
O00256,C0056,2023-01-26,Delivered,UPI,12020.0,335.94,11684.06,Chennai,VIP
O00257,C0345,2024-07-04,Delivered,Credit Card,860.0,97.99,762.01,Bangalore,Premium
O00258,C0163,2024-12-14,Delivered,UPI,6520.0,870.24,5649.76,Ahmedabad,VIP
O00259,C0342,2024-03-09,Processing,UPI,170.0,1.23,168.77,Chennai,Regular
O00260,C0185,2024-12-01,Processing,UPI,2580.0,408.8,2171.2,Delhi,Regular
O00261,C0249,2023-03-02,Delivered,UPI,1230.0,117.71,1112.29,Delhi,VIP
O00262,C0394,2023-11-24,Delivered,Credit Card,6140.0,599.95,5540.05,Ahmedabad,Regular
O00263,C0171,2023-09-04,Delivered,Net Banking,4680.0,715.72,3964.28,Ahmedabad,Premium
O00264,C0192,2024-08-16,Delivered,Credit Card,2210.0,83.66,2126.34,Bangalore,VIP
O00265,C0064,2024-12-22,Delivered,UPI,860.0,29.54,830.46,Delhi,VIP
O00266,C0426,2023-09-02,Delivered,Credit Card,670.0,113.45,556.55,Hyderabad,VIP
O00267,C0162,2024-06-25,Delivered,Debit Card,3860.0,648.19,3211.81,Delhi,VIP
O00268,C0102,2023-07-27,Delivered,Credit Card,14020.0,758.25,13261.75,Mumbai,Premium
O00269,C0182,2024-03-15,Cancelled,Wallet,670.0,51.89,0.0,Pune,Premium
O00270,C0098,2023-12-15,Delivered,Debit Card,2460.0,129.5,2330.5,Chennai,Regular
O00271,C0180,2024-12-18,Returned,UPI,20710.0,2254.29,18455.71,Bangalore,Regular
O00272,C0456,2024-05-04,Delivered,Net Banking,36600.0,4163.75,32436.25,Bangalore,VIP
O00273,C0499,2023-10-23,Delivered,Credit Card,15020.0,17.66,15002.34,Delhi,VIP
O00274,C0268,2023-05-12,Delivered,Credit Card,1980.0,116.22,1863.78,Ahmedabad,Premium
O00275,C0053,2023-06-24,Delivered,Credit Card,5000.0,404.52,4595.48,Bangalore,Regular
O00276,C0255,2023-08-13,Delivered,COD,1660.0,93.11,1566.89,Delhi,Premium
O00277,C0176,2023-08-30,Delivered,COD,1840.0,245.44,1594.56,Kolkata,Regular
O00278,C0426,2024-10-23,Delivered,UPI,660.0,124.14,535.86,Hyderabad,VIP
O00279,C0302,2024-03-10,Returned,Debit Card,6010.0,766.01,5243.99,Delhi,Premium
O00280,C0115,2024-01-27,Delivered,Credit Card,860.0,35.62,824.38,Pune,VIP
O00281,C0365,2023-05-13,Delivered,UPI,2930.0,146.82,2783.18,Pune,Premium
O00282,C0012,2024-10-27,Delivered,Credit Card,15180.0,686.1,14493.9,Pune,VIP
O00283,C0024,2024-08-11,Delivered,UPI,6010.0,473.2,5536.8,Ahmedabad,VIP
O00284,C0137,2023-03-19,Delivered,UPI,2340.0,166.8,2173.2,Delhi,Regular
O00285,C0201,2024-08-01,Cancelled,COD,4920.0,415.25,0.0,Pune,Premium
